"序号","文件名","订单号","图片分组","图片ID","原始路径","来源URL"
"402","0402_481171160517807702016055_img_002.jpg","481171160517807702016055","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481171160517807702016055\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/0de5f8b4-7137-4c24-b00a-53ee3bb21983.jpg"
"403","0403_481171160517807702016055_img_003.jpg","481171160517807702016055","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481171160517807702016055\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/ca8524ab-52c7-4097-92b7-f05f3fecad42.jpg"
"404","0404_481172767149348932812891_img_001.jpg","481172767149348932812891","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481172767149348932812891\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/5e1a145d-b5f9-498e-9619-9420081158d5.jpg"
"405","0405_481172767149348932812891_img_002.jpg","481172767149348932812891","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481172767149348932812891\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/e69023b2-fc7a-440d-8bc1-3185abe77b99.jpg"
"406","0406_481172767149348932812891_img_003.jpg","481172767149348932812891","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481172767149348932812891\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/469eafb9-7d0b-4339-927d-64c52898ee4f.jpg"
"407","0407_481173180143967787417677_img_001.jpg","481173180143967787417677","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173180143967787417677\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/78f2ff97-6f99-42c9-ab87-af7b93590c1c.jpg"
"408","0408_481173180143967787417677_img_002.jpg","481173180143967787417677","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173180143967787417677\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/9eaabd51-9082-4e8b-9065-a28f0929a380.jpg"
"409","0409_481173180143967787417677_img_003.jpg","481173180143967787417677","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173180143967787417677\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/35402f45-7f90-4718-b724-e6a431f2cfa6.jpg"
"410","0410_481173193202559981977649_img_001.jpg","481173193202559981977649","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173193202559981977649\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/18/04b6b521-86d1-4e93-86c4-526e6f5cef7b.jpg"
"411","0411_481173193202559981977649_img_002.jpg","481173193202559981977649","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173193202559981977649\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/18/59e3eb4a-8db5-49de-9dff-34a7fec762d5.jpg"
"412","0412_481173193202559981977649_img_003.jpg","481173193202559981977649","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173193202559981977649\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/18/350732c6-544a-46c4-ab2c-30821dcf3bbc.jpg"
"413","0413_481173268199678387814481_img_001.jpg","481173268199678387814481","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173268199678387814481\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/aff56ca9-6261-46a4-bad1-5af13293c62d.jpg"
"414","0414_481173268199678387814481_img_002.jpg","481173268199678387814481","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173268199678387814481\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/5b08b348-0ea4-4c4e-97ef-96d262462ffe.jpg"
"415","0415_481173268199678387814481_img_003.jpg","481173268199678387814481","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173268199678387814481\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/69601d60-cbca-4d56-bebc-4d79dcf399b8.jpg"
"416","0416_481173268222929099161632_img_001.jpg","481173268222929099161632","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173268222929099161632\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/e782e8b3-2b67-42ed-8373-17d21247e55f.jpg"
"417","0417_481173268222929099161632_img_002.jpg","481173268222929099161632","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173268222929099161632\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/51b2df93-31b4-46f8-8f73-7b62f7847900.jpg"
"418","0418_481173268222929099161632_img_003.jpg","481173268222929099161632","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173268222929099161632\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/0b7af624-782c-485c-8563-523526aef935.jpg"
"419","0419_481173341235296944128067_img_001.jpg","481173341235296944128067","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173341235296944128067\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/19/1a7d2814-a6e2-4661-b8dd-574283637945.jpg"
"420","0420_481173341235296944128067_img_002.jpg","481173341235296944128067","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173341235296944128067\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/19/202f00c6-b241-4dd0-a94a-582e733726b2.jpg"
"421","0421_481173341235296944128067_img_003.jpg","481173341235296944128067","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173341235296944128067\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/19/a49d4e51-568e-4d11-b048-a5eabc5cd776.jpg"
"422","0422_481173412265340223488032_img_001.jpg","481173412265340223488032","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173412265340223488032\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/77588b38-c461-4ea5-b093-2724d2f35cd2.jpg"
"423","0423_481173412265340223488032_img_002.jpg","481173412265340223488032","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173412265340223488032\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/531d57cb-e9d0-49a1-893c-5d3c01292a3a.jpg"
"424","0424_481173412265340223488032_img_003.jpg","481173412265340223488032","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173412265340223488032\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/362e6071-f9e1-4e25-abe6-3ddad48944a6.jpg"
"425","0425_481173478910575086796862_img_001.jpg","481173478910575086796862","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173478910575086796862\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/1cfe1673-075b-4852-895b-e44d1926a7ba.jpg"
"426","0426_481173478910575086796862_img_002.jpg","481173478910575086796862","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173478910575086796862\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/7718314b-442f-4a28-9a96-00ff6fbe29bc.jpg"
"427","0427_481173478910575086796862_img_003.jpg","481173478910575086796862","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173478910575086796862\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/f4c3a4c9-4498-493d-b18c-a783ce1b8dd9.jpg"
"428","0428_481173481026788540416016_img_001.jpg","481173481026788540416016","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173481026788540416016\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/57ceda43-9e18-41fc-a410-7d91c514cc47.jpg"
"429","0429_481173481026788540416016_img_002.jpg","481173481026788540416016","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173481026788540416016\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/9a095bec-2f8c-4ddf-8a9f-4b9e6a8a4bb7.jpg"
"430","0430_481173481026788540416016_img_003.jpg","481173481026788540416016","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173481026788540416016\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/23/1505aac8-f178-42b2-ba86-39559c399c61.jpg"
"431","0431_481173485885819273216093_img_001.jpg","481173485885819273216093","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173485885819273216093\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/11c747eb-2e91-482a-9510-7f65a8ab0eb9.jpg"
"432","0432_481173485885819273216093_img_002.jpg","481173485885819273216093","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173485885819273216093\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/745aeafe-1dda-4969-9f64-5e21c769048f.jpg"
"433","0433_481173485885819273216093_img_003.jpg","481173485885819273216093","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173485885819273216093\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/f2e6a64b-5fcc-4afc-aeae-fdb443936f75.jpg"
"434","0434_481173493408797556736057_img_001.jpg","481173493408797556736057","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173493408797556736057\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/e5af4ad9-c28b-4b09-bd4e-f256924e0b07.jpg"
"435","0435_481173493408797556736057_img_002.jpg","481173493408797556736057","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173493408797556736057\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/c9759330-db60-45d0-8172-4d4406cf45ea.jpg"
"436","0436_481173493408797556736057_img_003.jpg","481173493408797556736057","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173493408797556736057\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/2dd43f9e-7da6-40db-b51f-1d809bd0d56f.jpg"
"437","0437_481173493474706027315274_img_001.jpg","481173493474706027315274","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173493474706027315274\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/70230665-67c1-4271-9727-1979d7ec9189.jpg"
"438","0438_481173493474706027315274_img_002.jpg","481173493474706027315274","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173493474706027315274\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/7874c461-fd1e-4bd5-869a-f180052493d1.jpg"
"439","0439_481173493474706027315274_img_003.jpg","481173493474706027315274","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173493474706027315274\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/9a6a4ab4-19cf-4e0f-8989-0d2ebe8469cd.jpg"
"440","0440_481173493713757886873634_img_001.jpg","481173493713757886873634","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173493713757886873634\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/09d5e068-60c5-45a2-8499-c60ff096c833.jpg"
"441","0441_481173493713757886873634_img_002.jpg","481173493713757886873634","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173493713757886873634\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/08ef9093-6278-4dbf-a975-ffcb830f8717.jpg"
"442","0442_481173493713757886873634_img_003.jpg","481173493713757886873634","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173493713757886873634\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/22/898264c8-32b2-40ae-91e0-8a3aaaaeb8c2.jpg"
"443","0443_481173494267093935718437_img_001.jpg","481173494267093935718437","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173494267093935718437\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/3bb49fb7-a35f-4fd1-9c70-2d3a972e0427.jpg"
"444","0444_481173494267093935718437_img_002.jpg","481173494267093935718437","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173494267093935718437\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/878d6c2e-e433-402b-a004-826555c59853.jpg"
"445","0445_481173494267093935718437_img_003.jpg","481173494267093935718437","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173494267093935718437\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/be6fbc40-a410-4d3f-a1df-11b0292da248.jpg"
"446","0446_481173503730236486451245_img_001.jpg","481173503730236486451245","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173503730236486451245\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/229714a1-5aa3-47ee-b541-2e2f2f245a1c.jpg"
"447","0447_481173503730236486451245_img_002.jpg","481173503730236486451245","拆封照片","img_002","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173503730236486451245\img_002.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/b2afc81e-6af1-4a20-8f14-720fed4467d2.jpg"
"448","0448_481173503730236486451245_img_003.jpg","481173503730236486451245","SN码采集 / 激活照片","img_003","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173503730236486451245\img_003.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/797fe086-be91-403c-9dab-0b6d22690445.jpg"
"449","0449_481173504504057053184081_img_001.jpg","481173504504057053184081","商品照片","img_001","C:\Users\guoru\Desktop\audit_robot - 副本\audit_robot - 副本\data\guobu_api_all_20260723_204824\images\481173504504057053184081\img_001.jpg","https://static.jhddsz.com/approval/phoneSubsidy/2026/07/21/46146f0d-71c0-4013-a912-c3e5936f19bf.jpg"
